"ID";"name";"data";"timestamp";"um";"topic";"senderId"
262;temperature;22.125;"2022-03-20 19:21:56";Â°C;home.livingroom.temperature;DisplayOnLivingRoom
263;temperature;22.125;"2022-03-20 19:21:58";Â°C;home.livingroom.temperature;DisplayOnLivingRoom
264;temperature;22.125;"2022-03-20 19:22:00";Â°C;home.livingroom.temperature;DisplayOnLivingRoom
265;temperature;22.125;"2022-03-20 19:22:02";Â°C;home.livingroom.temperature;DisplayOnLivingRoom
266;temperature;22.125;"2022-03-20 19:22:04";Â°C;home.livingroom.temperature;DisplayOnLivingRoom
267;temperature;22.0625;"2022-03-20 19:22:06";Â°C;home.livingroom.temperature;DisplayOnLivingRoom
268;temperature;22.125;"2022-03-20 19:22:08";Â°C;home.livingroom.temperature;DisplayOnLivingRoom
269;temperature;22.125;"2022-03-20 19:22:09";Â°C;home.livingroom.temperature;DisplayOnLivingRoom
270;temperature;22.125;"2022-03-20 19:22:12";Â°C;home.livingroom.temperature;DisplayOnLivingRoom
271;temperature;22.125;"2022-03-20 19:22:14";Â°C;home.livingroom.temperature;DisplayOnLivingRoom
272;temperature;22.125;"2022-03-20 19:22:16";Â°C;home.livingroom.temperature;DisplayOnLivingRoom
273;temperature;22.125;"2022-03-20 19:22:18";Â°C;home.livingroom.temperature;DisplayOnLivingRoom
274;temperature;22.125;"2022-03-20 19:22:20";Â°C;home.livingroom.temperature;DisplayOnLivingRoom
275;temperature;22.125;"2022-03-20 19:22:21";Â°C;home.livingroom.temperature;DisplayOnLivingRoom
